Time,Temperature °C,Humidity %,pTemperature °C,pressure,Lux,Moisture Sensor
2021-11-23 18:23:10.178891,18,77,19.74,1027.795,1.666667,680
2021-11-23 18:23:15.287808,18,77,19.73,1027.788,1.666667,680
2021-11-23 18:23:20.423591,18,77,19.73,1027.786,1.666667,680
2021-11-23 18:23:25.546417,18,77,19.72,1027.786,1.666667,680
2021-11-23 18:23:30.686349,18,77,19.72,1027.786,1.666667,680
2021-11-23 18:23:35.772605,18,77,19.72,1027.784,1.666667,680
2021-11-23 18:23:40.866689,18,77,19.72,1027.788,1.666667,680
2021-11-23 18:23:46.010850,18,77,19.72,1027.783,1.666667,680
2021-11-23 18:23:51.132862,18,77,19.72,1027.786,1.666667,680
2021-11-23 18:23:56.250806,18,77,19.71,1027.79,1.666667,680
2021-11-23 18:24:01.380805,18,77,19.71,1027.795,1.666667,680
2021-11-23 18:24:06.494403,18,77,19.71,1027.792,1.666667,680
2021-11-23 18:24:11.594467,18,77,19.71,1027.792,1.666667,680
2021-11-23 18:24:16.683147,18,77,19.71,1027.797,1.666667,680
2021-11-23 18:24:21.782807,18,77,19.71,1027.797,1.666667,680
2021-11-23 18:24:26.980701,18,77,19.71,1027.784,1.666667,680
2021-11-23 18:24:32.126856,18,77,19.7,1027.775,1.666667,680
2021-11-23 18:24:37.323069,18,77,19.7,1027.78,1.666667,680
2021-11-23 18:24:42.445819,18,77,19.7,1027.78,1.666667,680
2021-11-23 18:24:47.558902,18,77,19.7,1027.785,1.666667,680
2021-11-23 18:24:52.672818,18,77,19.7,1027.79,1.666667,680
2021-11-23 18:24:57.804163,18,77,19.7,1027.793,1.666667,680
2021-11-23 18:25:02.917528,18,77,19.7,1027.779,1.666667,680
2021-11-23 18:25:08.039592,18,77,19.7,1027.782,1.666667,680
2021-11-23 18:25:13.188810,18,77,19.69,1027.782,1.666667,680
2021-11-23 18:25:18.322263,18,77,19.69,1027.785,1.666667,680
2021-11-23 18:25:23.505347,18,77,19.69,1027.779,1.666667,680
2021-11-23 18:25:28.617383,18,77,19.69,1027.783,1.666667,680
2021-11-23 18:25:33.703993,18,77,19.69,1027.792,1.666667,680
2021-11-23 18:25:38.792146,18,77,19.68,1027.79,1.666667,680
2021-11-23 18:25:43.992011,18,77,19.68,1027.792,1.666667,680
2021-11-23 18:25:49.080868,18,77,19.68,1027.8,1.666667,680
2021-11-23 18:25:54.224023,18,77,19.68,1027.797,1.666667,680
2021-11-23 18:25:59.336815,18,77,19.68,1027.805,1.666667,680
2021-11-23 18:26:04.465866,18,77,19.68,1027.799,1.666667,680
2021-11-23 18:26:09.589885,18,77,19.68,1027.802,1.666667,680
2021-11-23 18:26:14.686560,18,77,19.68,1027.809,1.666667,680
2021-11-23 18:26:19.778809,18,77,19.68,1027.806,1.666667,680
2021-11-23 18:26:24.959851,18,77,19.68,1027.805,1.666667,680
2021-11-23 18:26:30.064856,18,77,19.68,1027.814,1.666667,680
2021-11-23 18:26:35.183815,18,77,19.68,1027.814,1.666667,680
2021-11-23 18:26:40.306099,18,77,19.68,1027.822,1.666667,680
2021-11-23 18:26:45.403946,18,77,19.68,1027.822,1.666667,680
2021-11-23 18:26:50.545814,18,77,19.67,1027.823,1.666667,680
2021-11-23 18:26:55.666857,18,77,19.67,1027.818,1.666667,680
2021-11-23 18:27:00.757846,18,77,19.67,1027.816,1.666667,680
2021-11-23 18:27:05.852526,18,77,19.67,1027.821,1.666667,680
2021-11-23 18:27:11.025867,18,77,19.67,1027.824,1.666667,680
2021-11-23 18:27:16.142808,18,77,19.67,1027.827,1.666667,680
2021-11-23 18:27:21.267531,18,77,19.67,1027.829,1.666667,680
2021-11-23 18:27:26.387580,18,77,19.67,1027.832,1.666667,680
2021-11-23 18:27:31.485229,18,77,19.67,1027.826,1.666667,680
2021-11-23 18:27:36.646932,18,77,19.67,1027.824,1.666667,680
2021-11-23 18:27:41.856806,18,77,19.67,1027.817,1.666667,680
2021-11-23 18:27:46.969804,18,77,19.67,1027.814,1.666667,680
2021-11-23 18:27:52.088834,18,77,19.67,1027.821,1.666667,680
2021-11-23 18:27:57.210850,18,77,19.67,1027.822,1.666667,680
2021-11-23 18:28:02.328772,18,77,19.67,1027.822,1.666667,680
2021-11-23 18:28:07.447817,18,77,19.67,1027.824,1.666667,680
2021-11-23 18:28:12.568799,18,77,19.67,1027.827,1.666667,680
2021-11-23 18:28:17.692780,18,77,19.67,1027.826,1.666667,680
2021-11-23 18:28:22.807710,18,77,19.67,1027.821,1.666667,679
2021-11-23 18:28:27.924655,18,77,19.67,1027.821,1.666667,680
2021-11-23 18:28:33.047835,18,77,19.67,1027.819,1.666667,680
2021-11-23 18:28:38.181865,18,77,19.67,1027.816,1.666667,680
2021-11-23 18:28:43.292860,18,77,19.67,1027.821,1.666667,680
2021-11-23 18:28:48.417847,18,77,19.67,1027.827,1.666667,680
2021-11-23 18:28:53.528369,18,77,19.66,1027.828,1.666667,680
2021-11-23 18:28:58.649804,18,77,19.66,1027.831,1.666667,680
2021-11-23 18:29:03.778812,18,77,19.67,1027.832,1.666667,680
2021-11-23 18:29:08.913912,18,77,19.66,1027.831,1.666667,680
2021-11-23 18:29:13.998858,18,78,19.66,1027.841,1.666667,680
2021-11-23 18:29:19.131811,18,78,19.66,1027.836,1.666667,680
2021-11-23 18:29:24.273046,18,77,19.66,1027.828,1.666667,679
2021-11-23 18:29:29.474803,18,77,19.66,1027.832,1.666667,680
2021-11-23 18:29:34.596811,18,77,19.66,1027.837,1.666667,679
2021-11-23 18:29:39.712106,18,77,19.66,1027.821,1.666667,680
2021-11-23 18:29:44.831804,18,77,19.66,1027.824,1.666667,680
2021-11-23 18:29:49.942966,18,77,19.66,1027.821,1.666667,680
2021-11-23 18:29:55.087505,18,77,19.66,1027.823,1.666667,680
2021-11-23 18:30:00.195764,18,77,19.66,1027.833,1.666667,680
2021-11-23 18:30:05.313521,18,77,19.66,1027.832,1.666667,679
2021-11-23 18:30:10.422795,18,77,19.66,1027.833,1.666667,680
2021-11-23 18:30:15.553667,18,77,19.65,1027.828,1.666667,680
2021-11-23 18:30:20.671501,18,78,19.65,1027.821,1.666667,680
2021-11-23 18:30:25.792423,18,77,19.65,1027.826,1.666667,680
2021-11-23 18:30:30.916542,18,77,19.65,1027.829,1.666667,680
2021-11-23 18:30:36.033176,18,77,19.65,1027.832,1.666667,680
2021-11-23 18:30:41.157808,18,77,19.65,1027.831,1.666667,680
2021-11-23 18:30:46.296457,18,77,19.65,1027.831,1.666667,680
2021-11-23 18:30:51.497847,18,77,19.65,1027.833,1.666667,680
2021-11-23 18:30:56.615687,18,77,19.65,1027.831,1.666667,680
2021-11-23 18:31:01.705462,18,77,19.65,1027.826,1.666667,680
2021-11-23 18:31:06.798848,18,77,19.65,1027.838,1.666667,680
2021-11-23 18:31:11.897686,18,77,19.65,1027.833,1.666667,680
2021-11-23 18:31:17.099403,18,77,19.65,1027.835,1.666667,680
2021-11-23 18:31:22.213411,18,77,19.65,1027.83,1.666667,680
2021-11-23 18:31:27.340509,18,77,19.65,1027.83,1.666667,680
2021-11-23 18:31:32.454464,18,77,19.65,1027.833,1.666667,680
2021-11-23 18:31:37.584719,18,77,19.65,1027.834,1.666667,680
2021-11-23 18:31:42.692873,18,77,19.65,1027.833,1.666667,680
2021-11-23 18:31:47.782278,18,77,19.65,1027.833,1.666667,680
2021-11-23 18:31:52.933976,18,77,19.64,1027.826,1.666667,680
2021-11-23 18:31:58.056632,18,77,19.64,1027.823,1.666667,680
2021-11-23 18:32:03.176807,18,77,19.64,1027.824,1.666667,680
2021-11-23 18:32:08.298832,18,77,19.64,1027.83,1.666667,680
2021-11-23 18:32:13.391823,18,77,19.64,1027.828,1.666667,679
2021-11-23 18:32:18.538848,18,77,19.65,1027.824,1.666667,680
2021-11-23 18:32:23.634808,18,78,19.64,1027.831,1.666667,680
2021-11-23 18:32:28.722741,18,78,19.64,1027.836,1.666667,680
2021-11-23 18:32:33.892852,18,78,19.64,1027.829,1.666667,680
2021-11-23 18:32:39.014803,18,78,19.64,1027.827,1.666667,680
2021-11-23 18:32:44.142816,18,78,19.64,1027.827,1.666667,680
2021-11-23 18:32:49.324805,18,78,19.63,1027.828,1.666667,680
2021-11-23 18:32:54.480905,18,78,19.63,1027.823,1.666667,680
2021-11-23 18:32:59.607269,18,78,19.63,1027.82,1.666667,680
2021-11-23 18:33:04.707808,18,78,19.63,1027.82,1.666667,680
2021-11-23 18:33:09.792816,18,78,19.63,1027.813,1.666667,680
2021-11-23 18:33:14.882815,18,78,19.63,1027.811,1.666667,680
2021-11-23 18:33:19.976628,18,78,19.63,1027.806,1.666667,680
2021-11-23 18:33:25.096452,18,78,19.63,1027.804,1.666667,680
2021-11-23 18:33:30.216520,18,78,19.62,1027.81,1.666667,680
2021-11-23 18:33:35.333824,18,78,19.62,1027.815,1.666667,680
2021-11-23 18:33:40.459089,18,78,19.62,1027.817,1.666667,680
2021-11-23 18:33:45.574804,18,78,19.62,1027.818,1.666667,680
2021-11-23 18:33:50.700458,18,78,19.63,1027.819,1.666667,680
2021-11-23 18:33:55.822087,18,78,19.63,1027.82,1.666667,680
2021-11-23 18:34:00.942813,18,78,19.63,1027.82,1.666667,680
2021-11-23 18:34:06.056858,18,78,19.62,1027.815,1.666667,680
2021-11-23 18:34:11.178653,18,78,19.62,1027.817,1.666667,680
2021-11-23 18:34:16.300815,18,78,19.62,1027.81,1.666667,680
2021-11-23 18:34:21.447858,18,78,19.62,1027.811,1.666667,680
2021-11-23 18:34:26.637582,18,78,19.62,1027.811,1.666667,680
2021-11-23 18:34:31.725473,18,78,19.62,1027.808,1.666667,680
2021-11-23 18:34:36.815074,18,78,19.62,1027.801,1.666667,680
2021-11-23 18:34:41.996857,18,78,19.62,1027.8,1.666667,680
2021-11-23 18:34:47.118749,18,78,19.62,1027.803,1.666667,679
2021-11-23 18:34:52.236192,18,78,19.62,1027.803,1.666667,680
2021-11-23 18:34:57.334330,18,78,19.63,1027.802,1.666667,680
2021-11-23 18:35:02.476807,18,78,19.63,1027.799,1.666667,680
2021-11-23 18:35:07.599457,18,78,19.62,1027.79,1.666667,680
2021-11-23 18:35:12.707810,18,78,19.62,1027.797,1.666667,680
2021-11-23 18:35:17.806847,18,78,19.62,1027.8,1.666667,680
2021-11-23 18:35:22.959814,18,78,19.62,1027.801,1.666667,680
2021-11-23 18:35:28.083858,18,78,19.62,1027.804,1.666667,680
2021-11-23 18:35:33.195829,18,78,19.62,1027.805,1.666667,680
2021-11-23 18:35:38.331923,18,78,19.62,1027.804,1.666667,680
2021-11-23 18:35:43.436817,18,78,19.62,1027.801,1.666667,680
2021-11-23 18:35:48.558850,18,78,19.62,1027.807,1.666667,680
2021-11-23 18:35:53.689071,18,78,19.62,1027.809,1.666667,680
2021-11-23 18:35:58.807810,18,78,19.62,1027.811,1.666667,680
2021-11-23 18:36:03.916857,18,78,19.62,1027.81,1.666667,680
2021-11-23 18:36:09.039811,18,78,19.61,1027.809,1.666667,680
2021-11-23 18:36:14.156807,18,78,19.61,1027.815,1.666667,680
2021-11-23 18:36:19.278718,18,78,19.61,1027.82,1.666667,680
2021-11-23 18:36:24.399850,18,78,19.61,1027.818,1.666667,679
2021-11-23 18:36:29.516857,18,78,19.61,1027.815,1.666667,680
2021-11-23 18:36:34.639409,18,78,19.62,1027.81,1.666667,680
2021-11-23 18:36:39.762427,18,78,19.62,1027.81,1.666667,680
2021-11-23 18:36:44.883276,18,77,19.62,1027.799,1.666667,680
2021-11-23 18:36:50.006867,18,77,19.62,1027.812,1.666667,680
2021-11-23 18:36:55.122831,18,78,19.62,1027.815,1.666667,680
2021-11-23 18:37:00.241693,18,77,19.61,1027.82,1.666667,680
2021-11-23 18:37:05.337108,18,77,19.61,1027.818,1.666667,680
2021-11-23 18:37:10.479651,18,77,19.61,1027.81,1.666667,680
2021-11-23 18:37:15.569755,18,78,19.61,1027.794,1.666667,680
2021-11-23 18:37:20.720710,18,78,19.62,1027.792,1.666667,680
2021-11-23 18:37:25.847252,18,78,19.62,1027.797,1.666667,680
2021-11-23 18:37:30.962369,18,78,19.62,1027.796,1.666667,680
2021-11-23 18:37:36.086567,18,78,19.61,1027.779,1.666667,680
2021-11-23 18:37:41.203358,18,78,19.61,1027.781,1.666667,680
2021-11-23 18:37:46.313223,18,78,19.61,1027.775,1.666667,680
2021-11-23 18:37:51.440756,18,78,19.61,1027.787,1.666667,680
2021-11-23 18:37:56.548057,18,78,19.61,1027.785,1.666667,680
2021-11-23 18:38:01.678753,18,78,19.61,1027.785,1.666667,680
2021-11-23 18:38:06.800815,18,78,19.61,1027.797,1.666667,680
2021-11-23 18:38:11.917848,18,78,19.61,1027.795,1.666667,680
2021-11-23 18:38:17.013872,18,78,19.61,1027.795,1.666667,680
2021-11-23 18:38:22.099457,18,78,19.61,1027.793,1.666667,680
2021-11-23 18:38:27.186402,18,78,19.61,1027.8,1.666667,680
2021-11-23 18:38:32.289341,18,78,19.61,1027.811,1.666667,680
2021-11-23 18:38:37.415830,18,78,19.61,1027.809,1.666667,680
2021-11-23 18:38:42.534805,18,78,19.6,1027.802,1.666667,680
2021-11-23 18:38:47.659466,18,78,19.6,1027.804,1.666667,680
2021-11-23 18:38:52.779803,18,78,19.6,1027.805,1.666667,680
2021-11-23 18:38:57.895453,18,78,19.6,1027.808,1.666667,679
2021-11-23 18:39:03.024371,18,78,19.6,1027.814,1.666667,680
2021-11-23 18:39:08.145452,18,78,19.6,1027.81,1.666667,679
2021-11-23 18:39:13.253817,18,78,19.59,1027.815,1.666667,680
2021-11-23 18:39:18.382916,18,78,19.59,1027.813,1.666667,680
2021-11-23 18:39:23.505864,18,78,19.58,1027.81,1.666667,680
2021-11-23 18:39:28.615806,18,78,19.58,1027.81,1.666667,680
2021-11-23 18:39:33.734814,18,78,19.58,1027.809,1.666667,680
2021-11-23 18:39:38.870782,18,78,19.58,1027.809,1.666667,680
2021-11-23 18:39:43.979233,18,78,19.57,1027.802,1.666667,679
2021-11-23 18:39:49.098858,18,78,19.57,1027.807,1.666667,680
2021-11-23 18:39:54.219804,18,78,19.57,1027.81,1.666667,680
2021-11-23 18:39:59.339430,18,78,19.57,1027.805,1.666667,680
2021-11-23 18:40:04.461807,18,78,19.58,1027.809,1.666667,680
2021-11-23 18:40:09.604789,18,78,19.57,1027.812,1.666667,680
2021-11-23 18:40:14.701829,18,78,19.57,1027.811,1.666667,680
2021-11-23 18:40:19.900458,18,78,19.57,1027.808,1.666667,680
2021-11-23 18:40:24.992852,18,78,19.57,1027.813,1.666667,680
2021-11-23 18:40:30.085294,18,78,19.57,1027.813,1.666667,680
2021-11-23 18:40:35.285204,18,78,19.58,1027.815,1.666667,680
2021-11-23 18:40:40.407845,18,78,19.58,1027.82,1.666667,680
2021-11-23 18:40:45.520552,18,78,19.58,1027.824,1.666667,680
2021-11-23 18:40:50.645828,18,78,19.57,1027.82,1.666667,680
2021-11-23 18:40:55.742854,18,78,19.57,1027.83,1.666667,680
2021-11-23 18:41:00.827810,18,78,19.57,1027.823,1.666667,680
2021-11-23 18:41:06.004406,18,78,19.57,1027.821,1.666667,680
2021-11-23 18:41:11.102873,18,78,19.57,1027.823,1.666667,680
2021-11-23 18:41:16.233827,18,78,19.58,1027.827,1.666667,680
2021-11-23 18:41:21.340788,18,78,19.58,1027.825,1.666667,680
2021-11-23 18:41:26.424804,18,78,19.58,1027.836,1.666667,680
2021-11-23 18:41:31.605459,18,78,19.58,1027.837,1.666667,680
2021-11-23 18:41:36.689247,18,78,19.58,1027.84,1.666667,680
2021-11-23 18:41:41.792105,18,78,19.57,1027.835,1.666667,680
2021-11-23 18:41:46.962854,18,78,19.57,1027.839,1.666667,680
2021-11-23 18:41:52.078860,18,78,19.57,1027.843,1.666667,680
2021-11-23 18:41:57.170862,18,78,19.57,1027.848,1.666667,680
2021-11-23 18:42:02.318207,18,78,19.57,1027.846,1.666667,680
2021-11-23 18:42:07.442813,18,78,19.57,1027.847,1.666667,680
2021-11-23 18:42:12.568858,18,78,19.57,1027.854,1.666667,680
2021-11-23 18:42:17.674517,18,78,19.57,1027.85,1.666667,680
2021-11-23 18:42:22.803826,18,78,19.57,1027.852,1.666667,680
2021-11-23 18:42:27.898581,18,78,19.57,1027.858,1.666667,679
2021-11-23 18:42:32.989847,18,78,19.57,1027.855,1.666667,680
2021-11-23 18:42:38.176808,18,78,19.57,1027.852,1.666667,680
2021-11-23 18:42:43.280131,18,78,19.56,1027.848,1.666667,680
2021-11-23 18:42:48.377346,18,78,19.56,1027.846,1.666667,680
2021-11-23 18:42:53.528809,18,78,19.56,1027.848,1.666667,680
2021-11-23 18:42:58.649849,18,78,19.57,1027.86,1.666667,680
2021-11-23 18:43:03.737133,18,78,19.56,1027.853,1.666667,680
2021-11-23 18:43:08.830862,18,78,19.56,1027.848,1.666667,680
2021-11-23 18:43:14.003772,18,78,19.56,1027.856,1.666667,680
2021-11-23 18:43:19.119805,18,78,19.56,1027.863,1.666667,680
2021-11-23 18:43:24.218819,18,78,19.56,1027.858,1.666667,680
2021-11-23 18:43:29.374798,18,78,19.56,1027.863,1.666667,680
2021-11-23 18:43:34.474743,18,78,19.56,1027.86,1.666667,679
2021-11-23 18:43:39.602821,18,78,19.56,1027.858,1.666667,680
2021-11-23 18:43:44.703421,18,78,19.56,1027.863,1.666667,679
2021-11-23 18:43:49.796802,18,78,19.56,1027.869,1.666667,680
2021-11-23 18:43:54.962726,18,78,19.56,1027.867,1.666667,680
2021-11-23 18:44:00.086636,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:44:05.247808,18,78,19.56,1027.872,1.666667,680
2021-11-23 18:44:10.427816,18,78,19.56,1027.868,1.666667,680
2021-11-23 18:44:15.552782,18,78,19.56,1027.863,1.666667,680
2021-11-23 18:44:20.667438,18,78,19.56,1027.864,1.666667,680
2021-11-23 18:44:25.903853,18,78,19.56,1027.87,1.666667,680
2021-11-23 18:44:31.005888,18,78,19.56,1027.873,1.666667,680
2021-11-23 18:44:36.143452,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:44:41.280806,18,78,19.56,1027.869,1.666667,680
2021-11-23 18:44:46.471853,18,78,19.56,1027.872,1.666667,680
2021-11-23 18:44:51.599457,18,78,19.56,1027.875,1.666667,680
2021-11-23 18:44:56.717320,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:45:01.838685,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:45:06.974357,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:45:12.177815,18,78,19.56,1027.873,1.666667,680
2021-11-23 18:45:17.267835,18,78,19.56,1027.874,1.666667,680
2021-11-23 18:45:22.359851,18,78,19.56,1027.875,1.666667,680
2021-11-23 18:45:27.458827,18,78,19.56,1027.871,1.666667,680
2021-11-23 18:45:32.656832,18,78,19.56,1027.878,1.666667,680
2021-11-23 18:45:37.746817,18,78,19.57,1027.888,1.666667,680
2021-11-23 18:45:42.843449,18,78,19.57,1027.886,1.666667,680
2021-11-23 18:45:48.017459,18,78,19.57,1027.881,1.666667,680
2021-11-23 18:45:53.139451,18,78,19.56,1027.875,1.666667,680
2021-11-23 18:45:58.221752,18,78,19.56,1027.878,1.666667,680
2021-11-23 18:46:03.310629,18,78,19.56,1027.879,1.666667,680
2021-11-23 18:46:08.493787,18,78,19.56,1027.874,1.666667,679
2021-11-23 18:46:13.614531,18,78,19.56,1027.876,1.666667,680
2021-11-23 18:46:18.704855,18,78,19.57,1027.877,1.666667,680
2021-11-23 18:46:23.821996,18,78,19.57,1027.877,1.666667,680
2021-11-23 18:46:28.912566,18,78,19.57,1027.88,1.666667,679
2021-11-23 18:46:34.095964,18,78,19.57,1027.885,1.666667,680
2021-11-23 18:46:39.226096,18,77,19.57,1027.882,1.666667,680
2021-11-23 18:46:44.340805,18,77,19.57,1027.891,1.666667,680
2021-11-23 18:46:49.463914,18,77,19.57,1027.889,1.666667,680
2021-11-23 18:46:54.571860,18,77,19.57,1027.89,1.666667,680
2021-11-23 18:46:59.696097,18,77,19.57,1027.888,1.666667,680
2021-11-23 18:47:04.780167,18,78,19.56,1027.878,1.666667,680
2021-11-23 18:47:09.896172,18,77,19.56,1027.875,1.666667,680
2021-11-23 18:47:14.991236,18,78,19.56,1027.876,1.666667,680
2021-11-23 18:47:20.097215,18,78,19.57,1027.878,1.666667,680
2021-11-23 18:47:25.303185,18,78,19.56,1027.879,1.666667,680
2021-11-23 18:47:30.417813,18,77,19.56,1027.885,1.666667,680
2021-11-23 18:47:35.541192,18,77,19.56,1027.882,1.666667,680
2021-11-23 18:47:40.656658,18,78,19.56,1027.882,1.666667,680
2021-11-23 18:47:45.743844,18,78,19.56,1027.888,1.666667,680
2021-11-23 18:47:50.837814,18,78,19.56,1027.891,1.666667,680
2021-11-23 18:47:56.011469,18,78,19.55,1027.881,1.666667,680
2021-11-23 18:48:01.143448,18,78,19.55,1027.881,1.666667,679
2021-11-23 18:48:06.251393,18,78,19.55,1027.883,1.666667,680
2021-11-23 18:48:11.380888,18,78,19.55,1027.879,1.666667,679
2021-11-23 18:48:16.499818,18,77,19.55,1027.882,1.666667,680
2021-11-23 18:48:21.613830,18,78,19.55,1027.888,1.666667,680
2021-11-23 18:48:26.705907,18,78,19.54,1027.889,1.666667,680
2021-11-23 18:48:31.804804,18,77,19.54,1027.889,1.666667,680
2021-11-23 18:48:36.978706,18,78,19.54,1027.885,1.666667,680
2021-11-23 18:48:42.095821,18,77,19.54,1027.889,1.666667,680
2021-11-23 18:48:47.183575,18,77,19.54,1027.892,1.666667,680
2021-11-23 18:48:52.331579,18,77,19.54,1027.887,1.666667,680
2021-11-23 18:48:57.433536,18,77,19.54,1027.887,1.666667,680
2021-11-23 18:49:02.574210,18,78,19.54,1027.885,1.666667,680
2021-11-23 18:49:07.705232,18,78,19.54,1027.884,1.666667,680
2021-11-23 18:49:12.814220,18,78,19.54,1027.885,1.666667,680
2021-11-23 18:49:17.912815,18,78,19.54,1027.881,1.666667,680
2021-11-23 18:49:23.057847,18,78,19.54,1027.891,1.666667,680
2021-11-23 18:49:28.179767,18,78,19.54,1027.89,1.666667,680
2021-11-23 18:49:33.294818,18,77,19.54,1027.885,1.666667,680
2021-11-23 18:49:38.418668,18,77,19.54,1027.89,1.666667,680
2021-11-23 18:49:43.539131,18,78,19.54,1027.881,1.666667,680
2021-11-23 18:49:48.625807,18,78,19.54,1027.892,1.666667,680
2021-11-23 18:49:53.715713,18,77,19.54,1027.892,1.666667,679
2021-11-23 18:49:58.818850,18,77,19.54,1027.893,1.666667,680
2021-11-23 18:50:04.022638,18,78,19.54,1027.895,1.666667,680
2021-11-23 18:50:09.133809,18,78,19.54,1027.885,1.666667,680
2021-11-23 18:50:14.267448,18,78,19.54,1027.89,1.666667,679
2021-11-23 18:50:19.374836,18,78,19.53,1027.892,1.666667,680
2021-11-23 18:50:24.500735,18,78,19.54,1027.893,1.666667,680
2021-11-23 18:50:29.596706,18,78,19.53,1027.884,1.666667,680
2021-11-23 18:50:34.698454,18,78,19.54,1027.888,1.666667,680
2021-11-23 18:50:39.788850,18,78,19.54,1027.888,1.666667,680
2021-11-23 18:50:45.000853,18,78,19.53,1027.883,1.666667,680
2021-11-23 18:50:50.253852,18,78,19.53,1027.881,1.666667,680
2021-11-23 18:50:55.460806,18,78,19.54,1027.885,1.666667,680
2021-11-23 18:51:00.679820,18,78,19.53,1027.874,1.666667,680
2021-11-23 18:51:05.802462,18,78,19.53,1027.874,1.666667,680
2021-11-23 18:51:10.988748,18,78,19.53,1027.874,1.666667,679
2021-11-23 18:51:16.087809,18,78,19.53,1027.876,1.666667,680
2021-11-23 18:51:21.186858,18,78,19.53,1027.874,1.666667,680
2021-11-23 18:51:26.297815,18,78,19.53,1027.879,1.666667,680
2021-11-23 18:51:31.503108,18,78,19.53,1027.876,1.666667,680
2021-11-23 18:51:36.684860,18,78,19.52,1027.878,1.666667,679
2021-11-23 18:51:41.816330,18,78,19.52,1027.88,1.666667,680
2021-11-23 18:51:46.925567,18,78,19.52,1027.882,1.666667,680
2021-11-23 18:51:52.062817,18,78,19.52,1027.884,1.666667,679
2021-11-23 18:51:57.272817,18,78,19.52,1027.887,1.666667,680
2021-11-23 18:52:02.440510,18,78,19.52,1027.886,1.666667,680
2021-11-23 18:52:07.611851,18,78,19.52,1027.88,1.666667,680
2021-11-23 18:52:12.736832,18,78,19.51,1027.881,1.666667,679
2021-11-23 18:52:17.855875,18,78,19.51,1027.879,1.666667,680
2021-11-23 18:52:22.977294,18,78,19.51,1027.883,1.666667,680
